"Horodateur","J'accepte de répondre à ce questionnaire et que les données soient utilisées de manière anonyme.","Sexe","Tranche d'âge en année","Fonction en structure d'urgence","Depuis le début de votre carrière, depuis combien d'années participez-vous à la médecine d'urgence ? (Pour les médecins : internat compris) ","Type de structure","Postes exercés","Selon vous, quelles seraient les conditions idéales de cadre professionnel pour exercer la médecine d'urgence de manière optimale ? ","Comment définiriez-vous une structure d'urgence idéale?","Comment définiriez-vous un service d'urgence idéal?","Comment définiriez-vous un SAMU-SAS idéal?","Comment définiriez-vous un SMUR idéal?","Comment définiriez-vous le lieu de travail idéal en médecine d'urgence ?","Comment définiriez-vous le nombre d'heures de travail par semaine idéal en médecine d'urgence ?","Comment définiriez-vous le nombre de postes de nuit par semaine idéal en médecine d'urgence ?","Comment définiriez-vous la médecine d'urgence idéale, en terme de type de patients ?","Comment définiriez-vous la médecine d'urgence idéale, en terme de type de soins?","Comment définiriez-vous une situation d'urgence ?","Comment définiriez-vous une situation non urgente ?","Comment définiriez-vous une situation non programmée ?","Sur une échelle de 0 (médiocre) à 10 (excellent) [Quelle est votre perception actuelle de la spécialité Médecine d'Urgence (part de l’urgence réelle, relation avec la médecine de ville, relation avec les autres spécialités)?]","Sur une échelle de 0 (médiocre) à 10 (excellent) [Quelle est votre perception future de la spécialité Médecine d'Urgence (part de l’urgence réelle, relation avec la médecine de ville, relation avec les autres spécialités)?]","Sur une échelle de 0 (médiocre) à 10 (excellent) [Quelle est votre perception actuelle sur l'exercice  (horaires, qualité de vie au travail, ambiance) de la médecine d'urgence ?]","Sur une échelle de 0 (médiocre) à 10 (excellent) [Quelle est votre perception future sur l'exercice (horaires, qualité de vie au travail, ambiance) de la médecine d'urgence ? ]","Commentaire libre"
"2025/11/20 9:05:13 PM UTC+1","Oui","Femme","30-40 ans","Praticien non chef de service","14","Centre Hospitalier Universitaire","SAMU-SAS;SMUR;Filière médico-chirurgicale;Traumatologie légère;Salle d'accueil des urgences vitales;UHCD","Régulation des patients, plus de temps médical par patient , pouvoir se poser 2h le nuit pr tenir ds la durée ","Beau plateau, des lits d'hospitalisation ","Bonne équipe, beau plateau complet, pas saturé, des lits d'aval ","Une équipe en effectif, des gens formés, meilleur équité AMU vs PDS , meilleur interopérabilité des logiciels ","Meilleurs outils numériques ","Mixer activités SAU et SAMU ","40. Pourquoi aller jusqu'à 48h !?","1 si on ne parviens pas à se poser la nuit. 1.5 sinon ","Distinguer urg adulte vs pédiatrie 
Poursuivre act mixte médico traumato","Variés ! Soulagement, remplissage, atbt, immobilisation, réduction, ponction ","Situation médicale imprévue, aiguë a risques de complication rapide en l'absence de soins","Non aiguë ","Situation aiguë, a moindre risque de complication ","6","7","7","8","Métier dur, contraignant, qui met l'organisme a rude épreuve, mais activité passionnante"
"2025/11/21 8:21:41 PM UTC+1","Oui","Homme","50-60 ans","Praticien chef de service","27","Centre Hospitalier Général","Filière médico-chirurgicale;Salle d'accueil des urgences vitales;UHCD","1/ architecture de service buen dimensionné 2/ services d'aval tournés vers l'accueil des patients des urgences 3/ médecine de ville efficace","Service unique SMUR-SU","Nombre de boxs suffisants. Personnels soignants spécifiques aux urgences","Qu'il marche!","Personnels communs SMUR - SU","Calme,","39","3","Vraies urgences vitales","Soins lourds","Pronostic vital ou fonctionnel en jeu","L'inverse de la réponse précédente","Une erreur","4","4","3","4",""
"2025/11/22 3:08:47 PM UTC+1","Oui","Homme","40-50 ans","Praticien chef de service","15","Centre Hospitalier Général","SAMU-SAS;SMUR;Filière médico-chirurgicale;Traumatologie légère;Salle d'accueil des urgences vitales;UHCD;Hemovigilance","Activité partielle permettant le développement de filières de soins en lien avec les urgences et de faire vieillir les urgentistes dans de meilleures conditions ","Bienveillance, organisation, filière de soins contractualisés avec l’hôpital et la ville","Organisation par flux de malades, rapidité de prise en charge, adaptation du nb de médecins et paramédicaux en fonction de variations de flux de la journée ","Filiarisations rapide possibilité d’effections et travail en commun avec la ville et l’hôpital ","Travaille aux urgences en dehors des sortie. ","Locaux sécuritaires, calme, confort acoustique, filiarisation des patients ","24 en shift de 8 heures sur le modèle canadien ","1 surtout 1 week-end par mois. Nous faisons trop de week-end.","Organisation de la réorientation pour les tri 5 et 4","Sou. Diagnostique pour l’ensemble de spécialité pour les 4 premières heures","Maladie qui sans un diagnostic va s’aggraver rapidement ou qui rend service au patients en terme de santé publique (découverte d’un cancers)","Maladie qui n’a pas de risque de s’aggraver rapidement ","Maladie ayant besoin d’avoir une investigation diagnostic dans le 8-10 jours","7","8","5","5","Les organisations sont correctes chez nous. Le volume de travail de nuit et de we est trop important."
"2025/11/22 7:13:24 PM UTC+1","Oui","Homme","60-70 ans","Infirmier anesthésiste diplômé d'état","25","Centre Hospitalier Général","SMUR;Filière médico-chirurgicale;Salle d'accueil des urgences vitales;Bloc","Avoir le temps de faire son travail, dans un environnement calme et serein.","Ouverte, propre et avec assez de personnel pour s'occuper réellement des patients et rassurer les familles. Accessible facilement par la route, les airs, de grands locaux pour faire face à un afflux de victimes, avec des services de radiologies, scanner et biologie à proximité et rapides. "," Un service où l'on travaille calmement, efficacement et rapidement. Avec humanité, mais en étant exigeant sur la sécurité et le respect dû aux soignants.","Un service qui répond rapidement aux appels des patients avec des personnels formés et des médecins vraiment formés à la fonction de régulateur. Il est nécessaire qu'il soit raccordé aux autres structures d'urgences (Pompiers, Police-Gendarmerie, Croix-Rouge, Protection Civile) et qu'il sache travailler avec ces autres organismes qui n'ont pas les mêmes structures et moyens. ","Pour moi c'est un SMUR où l'on ne déshabille pas le service d'Urgence pour faire partir un véhicule surtout lorsque les interventions se font loin de sa base et sont chronophages. Il faut qu'il soit équipé de matériels modernes et légers, de véhicules fiables et non sous motorisés, de moyens de communications modernes, fiables et que tout le monde soit formé à son utilisation avec le respect des procédures radio. Que les personnels de ce SMUR, s'entraine régulièrement avec les autres intervenants notamment les pompiers. ","Un grand espace, couvert, chaud abrité des intempéries, avec des accès remarquables et une organisation et une gestion des flux et des soins.","40","5 avec un repos au milieu.","Pourquoi ? Il y en a ?","Des soins rapides, une prise en charge de la douleur rapide et adaptés, compassionnels, mais sans que cela soit un frein à l'efficacité du service.","En dehors de l'Urgence vitale, c'est surtout celle que ressent le patient et son entourage, c'est à nous d'arriver à relativiser le niveau d'urgence.","Tout ce qui ne dépend pas de gestes précis à faire rapidement.","Une catastrophe, un accident, une pandémie...","6","4","4","3",""
"2025/11/23 6:55:39 AM UTC+1","Oui","Homme","30-40 ans","Praticien non chef de service","9","Centre Hospitalier Universitaire;Centre Hospitalier Général","SAMU-SAS;SMUR;Filière médico-chirurgicale;Traumatologie légère;Salle d'accueil des urgences vitales;UHCD","en effectif suffisant","suffisamment grande","avec des lits d'aval","en effectif suffisant","limité à sa mission première","des spécialistes qui respectent la médecine d'urgence","35","1","tri 1 - 2 - 3","tout ce qui n'est pas possible en ambulatoire dans un délai de quelques heures","dégradation vitale ou fonctionnelle en l'absence d'une PEC dans les 6h","l'inverse de ci-dessus - ce qui peut etre géré par un MG","évolution de l'état de santé imprévisible","6","5","5","4","Très difficile d'évaluer. Des choses très différentes sont regroupées sous une seule question. Les questions me semblent pas très bien formulées."
"2025/11/23 10:58:44 AM UTC+1","Oui","Homme","30-40 ans","Praticien non chef de service","8","Centre Hospitalier Universitaire","SAMU-SAS;SMUR;Filière médico-chirurgicale;Traumatologie légère;Salle d'accueil des urgences vitales;UHCD","Le service des urgences est considéré comme l'endroit où envoyer des patients quand personne ne veut s'en occuper. Derrière, personne ne peut hospitaliser les patients qui en ont besoin . Un service idéal serait un service ou le flux sortant serait aussi rapide que le flux entrant...","Flux sortant aussi rapide que le flux entrant ","Flux sortant (hospitalisation...) aussi rapide que le flux entrant ","Nombre suffisant de personnel ","Moyens adaptés ","Un lieu où on peut travailler","Pas plus de 48h","Des fois on ne peut pas choisir (mais bon 4 nuit c'est trop)","Il n'y a pas de patient idéal il y a des patients avec des besoins ","Que le chu paye les fournisseurs et qu'on ait du matériel pour travailler","Qui implique un pronostic vitale ou fonctionnelle si elle n'est pas prise e charge","Ccmu 1 ","Une situation qui n'est pas programmée, pas de rdv, pas vu de spécialiste, urgente...","2","0","5","2","Le fait de ne pas pouvoir soigner correctement les patients (hospitalisation couloir a la pelle) =maltraitance =burnout"
"2025/11/23 11:28:45 AM UTC+1","Oui","Homme","30-40 ans","Praticien non chef de service","10","Centre Hospitalier Général","SAMU-SAS;SMUR;Filière médico-chirurgicale;Traumatologie légère;Salle d'accueil des urgences vitales;UHCD","0 patient brancard le matin, activités nocturnes plus calmes++","Centrée sur les urgences, soit adressé par médecin avant ou urgentiste ou généraliste (qui a pratiqué récemment aux urgences) décision politique qui doivent venir d en bas et plus d en haut ","Qualité de vie au travail, RH qui écoutent respectent les décisions des professionnels "," "," ","Ratio soignants patients comme en rea","40","Tout dépend de l activité nocturne entre 0.5 et 1","Recentré sur le cœur du métier "," "," ","Patient de médecine générale qui vient la nuit pour une problématique de médecine générale type constipation traumatisme semi récent ","  ","3","1","2","0",""
"2025/11/23 12:43:33 PM UTC+1","Oui","Femme","30-40 ans","Praticien non chef de service","6","Centre Hospitalier Universitaire","SAMU-SAS;SMUR;Filière médico-chirurgicale;Traumatologie légère;Salle d'accueil des urgences vitales;UHCD","- Avoir des places d’aval pour hospitaliser les patients des urgences
- Avoir plus d’infirmières pour moins de patient aux urgences
Tout faire po ur que les patients passent moins de temps dans le service des urgences","Une marche en avant constante pour le parcours patient ","Un service où les patients peuvent être pris en charge dans des délais corrects, avec des réévaluations régulières, sans latence dans des conditions limites (être sur un brancard et pas assis si nécessaire, prise en charge de la douleur sans attente, conditions d’intimité et d’hygiène nécessaire, donc pas de patients dans les couloirs sur des brancards)","Qui parvient à orienter les patients vers différentes structures médicales ou paramédicales, de manière idéale selon leur degré de gravité et d’urgence. ","Des équipes compétentes (formation continue) sur l’urgence vitale et la gestion du milieu extra-hospitalier, avec du matériel de qualité et adéquat à nos pratiques ","Intimité, hygiène et secret médical pour les patients.
Calme, materiel fonctionnel, effectif d’équipe complet pour les équipes médicales et paramédicales ","Entre 30 et 40 heures par semaine","1 maximum ","Patients présentant une urgence vitale ou une défaille d’organe immédiate.
Ou bien patient nécessitant une prise en charge immédiate, même si absence défaillance aigu ","Soins de toute pathologie aigu non verbale par la médecine libérale de ville ","Mise en jeu du pronostic vital du patient ","Fera le en médecine de ville libérale ","Pathologie aiguë de novo ne pouvant pas être anticipée ","6","7","4","3",""
"2025/11/23 7:08:23 PM UTC+1","Oui","Homme","30-40 ans","Praticien non chef de service","6","Centre Hospitalier Universitaire;Centre Hospitalier Général","SAMU-SAS;SMUR;Filière médico-chirurgicale;Traumatologie légère;Salle d'accueil des urgences vitales;UHCD","Moyen médicaux et paramédicaux adapté au flux d’aujourdhui - Lit d’aval - Temps de travail respecté ","Structure moderne adapté au flux quotidien toujours plus important ","Équipe jeune dynamique et motivé ayant les moyens de travaillé ","ARM multiples et formé
AMU et SAS en nombres conséquent pour se permettre des pauses etre les appels incessants ","Prise en charge de l’urgence vitale immédiate ","Hopital public dans une ville moyenne où l’état n’a pas désengage tous les autres services public ","31","1 ","Pathologie suspecté urgente pouvant compromettre le pronostic vital si non prise en charge ","Soins non programmé urgent, technique ","Situation qui, si elle n’est pas prise en charge, peut compromettre le pronostic vital ","Situation qui, meme non pris en charge ne compromet pas le pronostic vital du patient ","Situation qu’on ne peut prévoir mais que l’on peut anticiper et adapter ","6","8","8","3","Dégradation des conditions de travail "
"2025/11/24 10:23:03 PM UTC+1","Oui","Homme","30-40 ans","Praticien non chef de service","13","Centre Hospitalier Universitaire","SAMU-SAS;SMUR;Filière médico-chirurgicale;Traumatologie légère;Salle d'accueil des urgences vitales","Pas où peu d’heure supplémentaires 
Maintien des 5 semaines de ÇA et 4 de RTT
Pas trop de week end ( moins de 1 sur 2)
Jours non travailles fixe pour les temps partiels

","A taille humaine et un flux gérable
Suffisamment de places d’hospitalisation pour les patients
Recherche de Places d’hospitalisation gérée par un bed manager","Prise en charge des patients satisfaisante: attente raisonnable, lits d’hospitalisations
Bonne Qualité de travail : charge de travail par praticien raisonnable, soutien de la direction","Appel de médecine général géré par un généraliste 24/24h
Plus d’autonomie des ARM pour les situations simples","Équipe smur dédié,
Smur medicalise","Centre polyvalent, avec du smur de la régulation et des urgences 
","Entre  32 et 40h par semaine mais en conservant 5 semaines de CA et 4 de RTT qui permettent vraiment de recuperer","1,5 ( 6 par mois )","Un mélange de prise en charge grave et moins grave , encore la polyvalence","Polyvalence
","Ne peut pas être différé !","Une situation dont la prise en charge peut être différée de plus de 24h","Une prise en charge qui ne pouvait pas être anticipée ","6","4","6","5",""
